id.practice,year,Y,Z,post,n.patients,V1_avg,V2_avg,V3_avg,V4_avg,V5_A_avg,V5_B_avg,V5_C_avg
222,2,835.5372897572437,0,0,700,11.663,3.056,0.509,-0.151,0.744,0.141,0.114
222,3,949.4695749778173,0,1,684,11.868,3.023,0.507,-0.198,0.744,0.143,0.113
222,4,926.6512972089323,0,1,661,11.843,3.062,0.495,-0.213,0.734,0.147,0.12
223,1,713.4620148320457,0,0,391,11.665,3.092,0.522,0.004,0.711,0.21,0.079
223,2,830.995537651683,0,0,438,11.665,3.016,0.502,-0.036,0.708,0.217,0.075
223,3,1096.345689563265,0,1,471,11.549,2.989,0.52,-0.023,0.703,0.225,0.072
223,4,1413.3541085766742,0,1,452,11.445,3.004,0.515,-0.005,0.699,0.223,0.077
224,1,793.125618982395,0,0,131,11.074,2.977,0.534,0.094,0.618,0.344,0.038
224,2,961.9786368762624,0,0,132,10.9,3.091,0.561,0.091,0.629,0.326,0.045
224,3,1116.7196977551944,0,1,139,10.999,3.014,0.54,0.047,0.647,0.324,0.029
224,4,1024.208839255203,0,1,145,11.108,2.972,0.552,-0.084,0.641,0.331,0.028
225,1,899.9065666908696,0,0,379,11.348,3.021,0.565,0.189,0.686,0.222,0.092
225,2,1096.1898706345814,0,0,472,11.634,3.006,0.559,0.045,0.68,0.227,0.093
225,3,964.9240109186977,0,1,466,11.68,3.004,0.558,0.034,0.676,0.238,0.086
225,4,1197.8517549688788,0,1,444,11.67,2.932,0.574,0.061,0.664,0.255,0.081
226,1,775.6783159347851,1,0,675,11.1,3.037,0.613,0.406,0.831,0.089,0.08
226,2,1054.2844099439965,1,0,652,11.191,3.025,0.598,0.303,0.827,0.089,0.084
226,3,1435.6736894184967,1,1,659,11.224,3.014,0.607,0.327,0.829,0.094,0.077
226,4,1666.6167324247222,1,1,635,11.283,3.036,0.616,0.296,0.839,0.088,0.072
227,1,796.590015589543,1,0,264,11.693,3.227,0.61,0.056,0.898,0.053,0.049
227,2,916.3061657820053,1,0,248,11.725,3.266,0.621,0.062,0.899,0.052,0.048
227,3,1117.1484293787553,1,1,281,11.696,3.246,0.587,-0.009,0.897,0.046,0.057
227,4,1244.2467253443542,1,1,274,11.696,3.292,0.573,-0.053,0.894,0.051,0.055
228,1,1198.3590623619527,1,0,776,11.225,3.014,0.603,0.314,0.598,0.235,0.168
228,2,1222.2404972671077,1,0,726,11.147,3.003,0.609,0.29,0.595,0.231,0.174
228,3,1232.2474163407167,1,1,701,11.243,3.001,0.602,0.232,0.593,0.23,0.177
228,4,1299.51227541282,1,1,698,11.393,3.011,0.595,0.17,0.577,0.242,0.181
229,1,870.6670431292757,1,0,286,12.016,3.15,0.472,-0.351,0.885,0.105,0.01
229,2,926.9387155036001,1,0,279,12.163,3.186,0.47,-0.31,0.882,0.108,0.011
229,3,1031.7072361838464,1,1,276,12.303,3.228,0.464,-0.3,0.88,0.109,0.011
229,4,1099.9142616300016,1,1,279,11.974,3.283,0.452,-0.258,0.885,0.104,0.011
230,1,794.6133652169876,1,0,1801,11.674,3.006,0.505,-0.163,0.536,0.259,0.204
230,2,871.0306508527487,1,0,1749,11.669,2.981,0.506,-0.157,0.539,0.261,0.2
230,3,1018.9248274056388,1,1,1763,11.635,2.982,0.506,-0.135,0.546,0.261,0.193
230,4,1113.7768796743405,1,1,1693,11.585,3.017,0.504,-0.124,0.548,0.256,0.196
231,1,956.9921328754687,1,0,294,11.167,2.833,0.605,0.399,0.643,0.235,0.122
231,2,1244.8179424163295,1,0,298,11.242,2.829,0.587,0.354,0.674,0.221,0.104
231,3,1510.4220657934682,1,1,289,11.253,2.855,0.588,0.316,0.644,0.239,0.118
231,4,1467.6446425174306,1,1,314,11.452,2.86,0.538,0.171,0.65,0.245,0.105
232,1,1051.1249116303309,0,0,436,11.276,3.071,0.649,0.298,0.674,0.147,0.179
232,2,1143.6637594882957,0,0,440,11.337,3.068,0.648,0.266,0.67,0.152,0.177
232,3,1319.2953626167982,0,1,441,11.427,3.07,0.651,0.198,0.66,0.166,0.175
232,4,1536.3587093760264,0,1,430,11.624,3.037,0.642,0.099,0.649,0.179,0.172
233,1,1082.7389686135457,0,0,194,11.156,3.031,0.582,0.295,0.5,0.186,0.314
233,2,1169.6402984487345,0,0,213,11.103,3.052,0.587,0.284,0.465,0.207,0.329
233,3,1415.9825348876593,0,1,210,11.174,3.029,0.571,0.241,0.495,0.195,0.31
233,4,1707.5150795086972,0,1,200,11.028,2.985,0.56,0.153,0.51,0.185,0.305
234,1,1033.5088046143494,0,0,841,11.088,3.007,0.61,0.466,0.536,0.293,0.171
234,2,1419.0047642677353,0,0,900,11.201,3.007,0.598,0.402,0.533,0.301,0.166
234,3,1627.656868901748,0,1,900,11.324,3.029,0.58,0.291,0.523,0.306,0.171
234,4,1600.4622658389628,0,1,926,11.237,3.022,0.582,0.207,0.537,0.298,0.165
235,1,742.2959237333995,0,0,526,11.608,2.941,0.532,-0.019,0.669,0.152,0.179
235,2,974.7646389661414,0,0,505,11.466,2.913,0.523,0.011,0.675,0.15,0.174
235,3,1011.8165547024872,0,1,493,11.465,2.915,0.525,0.004,0.675,0.152,0.172
235,4,1096.2170909273416,0,1,534,11.647,2.938,0.524,-0.059,0.674,0.146,0.18
236,1,1127.1796858318744,0,0,264,11.811,2.936,0.557,-0.047,0.75,0.208,0.042
236,2,1255.7134179662219,0,0,254,11.493,2.909,0.551,-0.017,0.76,0.193,0.047
236,3,1154.4473472051352,0,1,250,11.485,2.924,0.576,-0.024,0.748,0.204,0.048
236,4,1267.6422208381475,0,1,293,11.55,2.922,0.553,-0.154,0.724,0.225,0.051
237,1,824.5265814827417,1,0,953,11.8,2.966,0.55,0.005,0.897,0.066,0.037
237,2,1266.4227580144252,1,0,972,11.863,2.963,0.55,0.007,0.896,0.067,0.037
237,3,1389.278129319368,1,1,1009,11.79,2.969,0.54,-0.031,0.895,0.07,0.035
237,4,1295.05272470784,1,1,995,11.947,2.984,0.528,-0.113,0.893,0.07,0.036
238,1,876.5753919105962,1,0,326,11.682,3.015,0.494,-0.139,0.65,0.15,0.199
238,2,1064.1338688998947,1,0,316,11.8,3.006,0.506,-0.137,0.652,0.155,0.193
238,3,1223.4479123078497,1,1,301,11.886,3.037,0.502,-0.143,0.635,0.153,0.213
238,4,1065.6331429590853,1,1,296,12.035,3.02,0.48,-0.197,0.642,0.149,0.209
239,1,772.4703035302016,1,0,192,11.441,2.99,0.432,-0.194,0.771,0.172,0.057
239,2,1513.8592709476882,1,0,198,11.444,3.005,0.444,-0.218,0.763,0.172,0.066
239,3,1238.6279341332531,1,1,200,11.12,3.11,0.445,-0.248,0.76,0.17,0.07
239,4,1214.5748428336067,1,1,216,11.319,3.074,0.435,-0.295,0.764,0.167,0.069
240,1,686.3471343065494,0,0,202,11.888,3.094,0.47,-0.381,0.693,0.124,0.183
240,2,680.5820708497836,0,0,190,11.807,3,0.463,-0.497,0.668,0.132,0.2
240,3,841.8985836288786,0,1,198,11.68,2.929,0.49,-0.45,0.697,0.116,0.187
240,4,978.1416659392379,0,1,189,11.519,2.958,0.503,-0.388,0.693,0.111,0.196
241,1,933.6912992763157,0,0,757,10.772,2.926,0.588,0.328,0.687,0.227,0.086
241,2,1052.5132264022905,0,0,713,10.747,2.885,0.596,0.307,0.698,0.213,0.088
241,3,1231.5933354305948,0,1,722,10.764,2.867,0.59,0.255,0.697,0.222,0.082
241,4,1493.0323785736134,0,1,693,10.813,2.915,0.58,0.214,0.694,0.219,0.087
242,1,1141.2235750476177,0,0,308,10.541,2.984,0.653,0.704,0.795,0.114,0.091
242,2,1069.1307562705283,0,0,293,10.7,2.98,0.638,0.613,0.792,0.123,0.085
242,3,1459.1127264925838,0,1,302,10.835,3.01,0.629,0.522,0.795,0.126,0.079
242,4,1779.5285507253582,0,1,302,11.123,3.023,0.629,0.42,0.811,0.123,0.066
243,1,857.867424251922,1,0,371,11.694,2.943,0.52,-0.099,0.606,0.245,0.148
243,2,1179.6994365005442,1,0,380,11.607,2.971,0.532,-0.031,0.595,0.245,0.161
243,3,1075.5407269805069,1,1,397,11.558,3.008,0.529,-0.037,0.615,0.234,0.151
243,4,1208.3078999741695,1,1,372,11.523,3.008,0.543,-0.01,0.602,0.245,0.153
244,1,526.905252970951,0,0,63,11.789,2.889,0.46,0.009,0.714,0.048,0.238
244,2,1122.4825792634567,0,0,69,12.039,2.913,0.478,-0.042,0.739,0.043,0.217
244,3,927.9893032171743,0,1,68,12.127,2.926,0.515,-0.143,0.75,0.029,0.221
244,4,868.123073559204,0,1,79,12.308,2.835,0.456,-0.408,0.734,0.038,0.228
245,1,582.5420003521334,0,0,63,12.806,3.349,0.54,0.299,0.857,0.111,0.032
245,2,1750.1908040429814,0,0,62,12.707,3.177,0.516,0.334,0.871,0.097,0.032
245,3,1109.5209101863732,0,1,59,12.915,3.305,0.475,0.186,0.881,0.085,0.034
245,4,1151.5422755571128,0,1,65,13.409,3.292,0.415,-0.098,0.892,0.077,0.031
246,1,1047.7525622621142,1,0,151,10.741,2.868,0.603,0.478,0.556,0.404,0.04
246,2,1094.833786580717,1,0,149,11.133,2.866,0.564,0.45,0.537,0.423,0.04
246,3,1487.721031998915,1,1,161,11.487,2.87,0.559,0.284,0.534,0.429,0.037
246,4,1230.808865222316,1,1,162,11.616,2.901,0.562,0.206,0.481,0.469,0.049
247,1,822.4353949670598,0,0,2718,11.991,3.036,0.441,-0.435,0.814,0.13,0.057
247,2,892.7807482931206,0,0,2597,11.885,3.031,0.437,-0.407,0.811,0.134,0.055
247,3,932.8347044650862,0,1,2587,12.025,3.026,0.437,-0.457,0.814,0.134,0.052
247,4,1061.5241997344046,0,1,2478,12.114,3.028,0.439,-0.478,0.813,0.132,0.054
248,1,885.2192829978427,0,0,983,11.822,2.956,0.492,-0.152,0.685,0.179,0.136
248,2,1093.4798029103051,0,0,934,11.757,2.95,0.498,-0.136,0.683,0.177,0.14
248,3,1073.467232974923,0,1,917,11.681,2.967,0.504,-0.144,0.679,0.174,0.146
248,4,1243.9128588598198,0,1,940,11.726,2.941,0.495,-0.197,0.67,0.176,0.154
249,1,888.0040623679356,0,0,517,11.122,3.033,0.592,0.387,0.696,0.18,0.124
249,2,1191.4806257582034,0,0,496,11.089,3.069,0.601,0.367,0.708,0.177,0.115
249,3,1465.0712243044375,0,1,495,11.064,3.046,0.594,0.333,0.713,0.168,0.119
249,4,1329.6787275141749,0,1,492,11.124,3.081,0.587,0.236,0.713,0.179,0.108
250,1,792.8999345036642,0,0,445,11.154,3.083,0.566,0.216,0.667,0.204,0.128
250,2,1002.461959800279,0,0,471,11.164,3.074,0.563,0.174,0.66,0.208,0.132
250,3,956.5720541829071,0,1,445,11.157,3.049,0.548,0.144,0.665,0.202,0.133
250,4,1157.4605674760417,0,1,440,11.186,3.048,0.55,0.141,0.666,0.2,0.134
251,1,801.0574512269775,1,0,465,11.938,3.032,0.54,-0.024,0.622,0.252,0.127
251,2,1046.2995266715177,1,0,474,11.842,3.057,0.532,-0.106,0.62,0.249,0.131
251,3,1147.0921840066933,1,1,500,11.743,3.02,0.544,-0.13,0.616,0.244,0.14
251,4,1108.9988180261334,1,1,493,11.666,3.016,0.54,-0.172,0.604,0.243,0.152
252,1,1163.3630607386303,1,0,1971,10.902,3.051,0.635,0.598,0.525,0.35,0.125
252,2,1458.8998957373155,1,0,2031,11.067,3.028,0.609,0.461,0.532,0.34,0.128
252,3,1668.0840846109352,1,1,1967,11.054,3.024,0.612,0.419,0.535,0.335,0.13
252,4,1784.7748703672862,1,1,1968,11.311,3.02,0.586,0.209,0.538,0.328,0.135
253,1,960.3861899186131,0,0,1373,10.998,2.977,0.607,0.418,0.798,0.16,0.043
253,2,1150.6796363742146,0,0,1358,11.04,2.987,0.606,0.387,0.796,0.163,0.041
253,3,1326.2415573886572,0,1,1276,11.103,2.995,0.611,0.322,0.798,0.162,0.04
253,4,1494.3679920233922,0,1,1292,11.261,3.02,0.591,0.245,0.789,0.17,0.041
254,1,1128.7604655946811,1,0,79,10.82,2.924,0.646,0.547,0.62,0.342,0.038
254,2,1408.2589137574053,1,0,78,10.717,2.962,0.667,0.514,0.603,0.359,0.038
254,3,2044.300457398917,1,1,80,10.955,2.95,0.65,0.4,0.6,0.338,0.062
254,4,1489.160605874232,1,1,75,10.97,3.013,0.64,0.286,0.613,0.32,0.067
255,1,963.2728424607011,0,0,700,11.501,3.013,0.589,0.167,0.914,0.057,0.029
255,2,1118.838165006489,0,0,711,11.43,3.041,0.575,0.113,0.913,0.055,0.032
255,3,1046.0040820331897,0,1,717,11.635,3.018,0.544,-0.04,0.911,0.053,0.036
255,4,1322.5594418677822,0,1,685,11.563,3.006,0.534,-0.069,0.912,0.05,0.038
256,1,942.5206363795318,1,0,539,11.333,2.879,0.542,0.185,0.733,0.174,0.093
256,2,1256.992139256912,1,0,548,11.491,2.832,0.547,0.207,0.717,0.181,0.102
256,3,1453.160983927115,1,1,559,11.707,2.928,0.513,0.097,0.732,0.175,0.093
256,4,1242.6595163601482,1,1,610,11.829,2.907,0.511,-0.032,0.739,0.177,0.084
257,1,839.5069882455804,0,0,1140,11.361,2.874,0.53,0.08,0.581,0.172,0.247
257,2,1032.3399039709266,0,0,1135,11.397,2.871,0.538,0.048,0.574,0.176,0.249
257,3,1261.2880784348624,0,1,1104,11.374,2.884,0.548,0.064,0.568,0.182,0.25
257,4,1194.288554375974,0,1,1103,11.495,2.894,0.539,-0.055,0.573,0.181,0.246
258,1,973.1424253915892,0,0,403,11.447,2.968,0.489,-0.063,0.677,0.194,0.129
258,2,949.2821145584282,0,0,399,11.511,3.04,0.486,-0.059,0.679,0.18,0.14
258,3,902.4774982780297,0,1,381,11.539,3.047,0.493,-0.091,0.656,0.197,0.147
258,4,1257.0948074587172,0,1,367,11.451,2.967,0.493,-0.085,0.649,0.207,0.144
259,1,834.0000600417814,1,0,548,12.111,3.102,0.436,-0.403,0.639,0.312,0.049
259,2,932.5769789770603,1,0,514,12.198,3.136,0.444,-0.368,0.636,0.311,0.053
259,3,1044.3577483299807,1,1,504,12.398,3.083,0.454,-0.433,0.631,0.31,0.06
259,4,1197.9448524303034,1,1,524,12.532,3.05,0.462,-0.475,0.616,0.311,0.073
260,1,788.5208567912168,1,0,574,11.317,3.03,0.559,0.071,0.704,0.197,0.099
260,2,1086.9587371582438,1,0,550,11.255,2.998,0.551,0.068,0.704,0.198,0.098
260,3,1236.117529191044,1,1,533,11.378,3.019,0.55,0.038,0.719,0.184,0.098
260,4,1575.6206205559718,1,1,506,11.404,3,0.555,0.013,0.717,0.18,0.103
261,1,877.5899010616073,0,0,982,11.438,2.961,0.543,0.118,0.848,0.126,0.025
261,2,1058.851878317471,0,0,951,11.375,2.961,0.532,0.091,0.846,0.127,0.026
261,3,1183.847079438551,0,1,947,11.217,2.985,0.54,0.109,0.851,0.121,0.027
261,4,1258.31394605434,0,1,977,11.343,3.009,0.532,0.047,0.851,0.126,0.024
262,1,878.1162229197569,0,0,394,11.055,3.109,0.609,0.434,0.655,0.32,0.025
262,2,1187.13314574967,0,0,385,11.26,3.065,0.603,0.398,0.67,0.306,0.023
262,3,1414.4704180143408,0,1,403,11.299,2.978,0.586,0.31,0.672,0.3,0.027
262,4,1373.5642518663442,0,1,447,11.464,3.063,0.588,0.209,0.673,0.291,0.036
263,1,1126.922482427133,0,0,660,11.06,3.073,0.58,0.236,0.756,0.173,0.071
263,2,1098.9377372494087,0,0,673,11.229,3.037,0.566,0.22,0.764,0.166,0.07
263,3,1448.7622460168743,0,1,672,11.204,2.964,0.571,0.178,0.777,0.156,0.067
263,4,1484.1101456085933,0,1,657,11.172,2.95,0.563,0.153,0.77,0.163,0.067
264,1,540.4222536870424,1,0,130,11.487,3.277,0.392,-0.411,0.738,0.192,0.069
264,2,676.6576393033046,1,0,147,11.524,3.184,0.422,-0.394,0.748,0.17,0.082
264,3,912.2401083937435,1,1,193,11.882,3.01,0.461,-0.304,0.72,0.202,0.078
264,4,1038.2736110741807,1,1,229,11.894,2.987,0.463,-0.34,0.686,0.223,0.092
265,1,985.362478516154,1,0,1099,11.274,2.965,0.551,0.278,0.694,0.24,0.066
265,2,1335.2170005325188,1,0,1125,11.213,2.928,0.552,0.267,0.693,0.237,0.069
265,3,1347.4407539537133,1,1,1148,11.152,2.925,0.56,0.26,0.696,0.237,0.067
265,4,1568.5659750676207,1,1,1100,11.196,2.93,0.554,0.194,0.704,0.233,0.064
266,1,836.787801567585,0,0,984,12.101,2.977,0.459,-0.269,0.852,0.049,0.1
266,2,911.8109625600474,0,0,1058,11.984,2.983,0.482,-0.196,0.857,0.047,0.095
266,3,981.7338282764284,0,1,1096,11.817,2.965,0.504,-0.172,0.854,0.049,0.097
266,4,1112.491923134898,0,1,1053,11.867,2.996,0.51,-0.182,0.85,0.052,0.098
267,1,765.2075019654179,1,0,776,10.871,2.982,0.572,0.258,0.715,0.189,0.095
267,2,1238.3424830067659,1,0,749,10.91,2.984,0.563,0.237,0.704,0.2,0.096
267,3,1288.8971114204087,1,1,736,10.941,2.988,0.553,0.168,0.707,0.194,0.099
267,4,1617.967419555519,1,1,748,10.929,3.033,0.551,0.157,0.709,0.187,0.104
268,1,955.7892983196836,1,0,2719,11.132,3.006,0.582,0.335,0.561,0.298,0.142
268,2,1222.4965085771657,1,0,2666,11.193,2.994,0.575,0.3,0.559,0.298,0.144
268,3,1475.2322084554773,1,1,2571,11.274,2.996,0.563,0.25,0.56,0.299,0.141
268,4,1647.6742317762516,1,1,2588,11.304,3.006,0.56,0.187,0.567,0.299,0.134
269,1,756.8164616660129,1,0,587,11.543,3.044,0.559,0.067,0.831,0.128,0.041
269,2,1045.4311357757047,1,0,594,11.501,3.039,0.539,0.038,0.837,0.125,0.039
269,3,1353.6959165615215,1,1,558,11.531,3,0.53,0.002,0.846,0.124,0.03
269,4,1582.7740041472089,1,1,516,11.562,2.961,0.517,-0.03,0.849,0.118,0.033
270,1,842.0910720979005,1,0,893,11.451,3.011,0.534,0.072,0.758,0.183,0.059
270,2,1082.2588713829014,1,0,878,11.37,2.989,0.526,0.089,0.761,0.182,0.057
270,3,1122.8793276372817,1,1,840,11.329,3.008,0.52,0.078,0.763,0.18,0.057
270,4,1608.22511099001,1,1,859,11.465,3.028,0.501,-0.039,0.765,0.178,0.057
271,1,694.7370907617609,1,0,776,11.639,2.923,0.503,0.008,0.862,0.104,0.034
271,2,1088.6952295125536,1,0,787,11.637,2.921,0.508,-0.055,0.858,0.104,0.038
271,3,1257.0001495308768,1,1,785,11.589,2.88,0.497,-0.074,0.857,0.102,0.041
271,4,1410.8980748205017,1,1,753,11.676,2.882,0.489,-0.122,0.854,0.106,0.04
272,1,914.9751354685291,1,0,507,11.308,3.032,0.521,-0.008,0.655,0.158,0.187
272,2,1110.9450858084713,1,0,491,11.339,3.029,0.525,0,0.67,0.151,0.179
272,3,1033.218316369962,1,1,491,11.429,3.057,0.532,-0.036,0.668,0.151,0.181
272,4,1273.621123286642,1,1,436,11.446,3.044,0.523,-0.043,0.67,0.138,0.193
273,1,1182.52728611223,0,0,307,11.659,3.147,0.482,-0.085,0.681,0.218,0.101
273,2,859.8829426093249,0,0,293,11.664,3.126,0.485,-0.093,0.703,0.205,0.092
273,3,872.2325257721557,0,1,306,11.684,3.085,0.487,-0.122,0.696,0.209,0.095
273,4,991.3415015541802,0,1,283,11.649,3.134,0.488,-0.164,0.675,0.23,0.095
274,1,865.5652640689907,0,0,1097,11.597,2.916,0.542,0.088,0.766,0.189,0.046
274,2,1018.4800434577354,0,0,1082,11.543,2.903,0.544,0.068,0.766,0.189,0.045
274,3,1172.4038520928784,0,1,1076,11.499,2.898,0.546,0.066,0.764,0.195,0.041
274,4,1375.2510742145562,0,1,1100,11.64,2.925,0.537,0.013,0.759,0.199,0.042
275,1,750.674874460087,0,0,717,12.123,3.022,0.462,-0.295,0.805,0.149,0.046
275,2,869.8172134597618,0,0,726,12.222,3.001,0.466,-0.32,0.804,0.145,0.051
275,3,983.823708619965,0,1,713,12.126,3.024,0.478,-0.286,0.812,0.137,0.05
275,4,979.9339552294645,0,1,734,12.198,2.973,0.499,-0.288,0.8,0.149,0.052
276,1,841.665437031495,0,0,1097,11.945,3.082,0.453,-0.204,0.759,0.1,0.14
276,2,936.0027767536768,0,0,1084,12.044,3.085,0.45,-0.225,0.761,0.1,0.139
276,3,953.6110207277047,0,1,1392,11.846,3.068,0.475,-0.199,0.754,0.103,0.142
276,4,1126.2988524715397,0,1,1335,11.903,3.049,0.473,-0.201,0.752,0.098,0.15
277,1,912.5475853683616,0,0,216,11.325,3.181,0.532,0.103,0.648,0.236,0.116
277,2,1073.0595292212467,0,0,228,11.415,3.149,0.5,0.084,0.632,0.237,0.132
277,3,1123.1868611533862,0,1,247,11.35,3.036,0.466,0.073,0.636,0.239,0.126
277,4,1241.0954027192902,0,1,305,11.52,3.01,0.472,-0.12,0.626,0.239,0.134
278,1,814.736683546588,0,0,392,11.255,3.125,0.52,0.043,0.467,0.37,0.163
278,2,934.0923848100346,0,0,395,11.215,3.17,0.509,-0.022,0.468,0.367,0.165
278,3,1027.7195802872639,0,1,417,11.214,3.173,0.525,-0.018,0.46,0.381,0.158
278,4,1201.0562634334315,0,1,484,11.525,3.13,0.512,-0.246,0.469,0.37,0.161
279,1,980.5771049245391,1,0,1542,10.835,2.99,0.63,0.486,0.678,0.184,0.138
279,2,1304.4834700994263,1,0,1540,10.86,2.986,0.618,0.446,0.679,0.185,0.136
279,3,1446.562974820754,1,1,1556,10.926,2.956,0.597,0.355,0.683,0.187,0.13
279,4,1682.2052802830935,1,1,1493,11.087,2.968,0.583,0.269,0.678,0.189,0.133
280,1,635.0817573136989,1,0,497,11.448,2.964,0.519,-0.164,0.839,0.107,0.054
280,2,878.504454598638,1,0,552,11.628,2.993,0.507,-0.228,0.842,0.109,0.049
280,3,1060.3985783283051,1,1,528,11.556,2.962,0.511,-0.215,0.845,0.108,0.047
280,4,1065.817226991936,1,1,502,11.842,2.992,0.498,-0.266,0.845,0.112,0.044
281,1,900.3542896571703,0,0,202,10.976,2.797,0.584,0.325,0.752,0.158,0.089
281,2,1171.7458735206505,0,0,196,11.025,2.816,0.577,0.285,0.745,0.158,0.097
281,3,1420.4025584337246,0,1,180,10.861,2.783,0.561,0.305,0.722,0.167,0.111
281,4,1891.7528361181414,0,1,173,11.007,2.821,0.566,0.24,0.728,0.168,0.104
282,1,928.8469721075722,1,0,867,11.276,2.987,0.6,0.301,0.807,0.145,0.047
282,2,1106.2647740441967,1,0,841,11.305,3.044,0.589,0.28,0.811,0.144,0.045
282,3,1285.0310217524097,1,1,872,11.375,3.052,0.572,0.205,0.805,0.147,0.048
282,4,1521.6133538053552,1,1,841,11.397,3.036,0.577,0.168,0.811,0.143,0.046
283,1,585.8714276545372,0,0,183,10.953,3.213,0.59,0.199,0.432,0.317,0.251
283,2,775.1869702583391,0,0,169,11.11,3.189,0.574,0.202,0.444,0.314,0.243
283,3,1143.001546452139,0,1,228,11.276,3.193,0.539,0.065,0.421,0.329,0.25
283,4,1187.9954682758766,0,1,222,11.296,3.207,0.532,0.038,0.432,0.324,0.243
284,1,799.5458775006897,0,0,551,11.373,2.909,0.537,-0.008,0.666,0.165,0.169
284,2,1158.7555388354729,0,0,542,11.418,2.926,0.541,-0.028,0.661,0.17,0.17
284,3,1068.9996489478508,0,1,577,11.474,2.932,0.534,-0.087,0.652,0.166,0.182
284,4,1144.1634624334808,0,1,554,11.457,2.966,0.536,-0.105,0.65,0.168,0.182
285,1,745.5418718302419,0,0,755,11.081,3.015,0.576,0.394,0.424,0.428,0.148
285,2,1068.374319052495,0,0,775,11.373,3.006,0.552,0.208,0.431,0.427,0.142
285,3,1107.6725280063074,0,1,807,11.55,2.979,0.56,0.069,0.436,0.419,0.145
285,4,1226.4550374117318,0,1,812,11.56,2.967,0.547,-0.025,0.427,0.417,0.155
286,1,1033.8352694586501,0,0,62,11.594,2.742,0.516,0.371,0.661,0.274,0.065
286,2,1232.9396659880306,0,0,88,12.371,2.852,0.466,-0.171,0.67,0.261,0.068
286,3,809.9386685190376,0,1,82,12.022,2.841,0.476,-0.138,0.695,0.232,0.073
286,4,914.4710762005943,0,1,82,11.622,2.878,0.512,-0.168,0.695,0.244,0.061
287,1,988.4495378787847,1,0,843,11.833,3.081,0.473,-0.138,0.805,0.109,0.085
287,2,1053.4989553406958,1,0,872,11.872,3.054,0.476,-0.131,0.804,0.11,0.086
287,3,1104.467174874252,1,1,911,11.861,2.995,0.476,-0.137,0.816,0.103,0.081
287,4,1266.9029242489319,1,1,914,11.785,2.954,0.487,-0.146,0.813,0.106,0.081
288,1,990.4633630109425,0,0,444,11.813,2.964,0.516,-0.115,0.91,0.083,0.007
288,2,923.8969046446553,0,0,425,11.71,2.92,0.508,-0.112,0.904,0.085,0.012
288,3,1086.5545885242366,0,1,390,11.517,2.974,0.503,-0.105,0.91,0.082,0.008
288,4,1109.632672529481,0,1,414,11.57,2.954,0.514,-0.144,0.906,0.085,0.01
289,1,733.3067330091429,0,0,777,12.105,3.017,0.494,-0.271,0.835,0.118,0.046
289,2,1039.2676613901695,0,0,762,12.039,2.979,0.504,-0.266,0.84,0.114,0.046
289,3,919.553115118236,0,1,765,12.066,2.958,0.501,-0.271,0.837,0.114,0.05
289,4,1008.8000331704418,0,1,832,12.123,2.931,0.51,-0.307,0.839,0.107,0.054
290,1,817.8232393121498,1,0,232,11.238,3.043,0.616,0.248,0.591,0.315,0.095
290,2,1155.7458756189192,1,0,288,11.367,3.08,0.573,0.135,0.615,0.312,0.073
290,3,1054.158935871594,1,1,307,11.516,3.013,0.544,0.108,0.606,0.309,0.085
290,4,1306.8611734035103,1,1,289,11.656,2.986,0.526,0.086,0.626,0.287,0.087
291,1,817.2447717659787,0,0,129,11.549,3.132,0.612,-0.026,0.651,0.217,0.132
291,2,1002.8941116045299,0,0,170,11.307,3.076,0.576,-0.031,0.629,0.229,0.141
291,3,884.0989741813646,0,1,167,11.359,3.054,0.545,-0.081,0.653,0.228,0.12
291,4,1328.9411961261765,0,1,170,11.282,3.018,0.535,-0.094,0.659,0.229,0.112
292,1,812.4223785425655,1,0,2719,11.694,2.975,0.491,-0.171,0.727,0.211,0.062
292,2,935.7911175544174,1,0,2645,11.684,2.974,0.495,-0.152,0.731,0.207,0.062
292,3,1042.450393030301,1,1,2575,11.668,2.954,0.499,-0.164,0.734,0.205,0.061
292,4,1126.2511526977423,1,1,2493,11.591,2.964,0.499,-0.172,0.731,0.207,0.062
293,1,1010.6839266533757,0,0,1310,10.894,2.941,0.61,0.427,0.756,0.155,0.089
293,2,1314.6329697897818,0,0,1427,11.079,2.964,0.584,0.302,0.753,0.157,0.09
293,3,1300.6994407582981,0,1,1391,11.151,2.982,0.571,0.262,0.747,0.162,0.091
293,4,1459.7966424881124,0,1,1313,11.159,3.005,0.567,0.236,0.749,0.165,0.087
294,1,876.7847627554461,0,0,1802,11.544,2.947,0.528,0.003,0.705,0.244,0.052
294,2,996.3607692786959,0,0,1819,11.546,2.948,0.521,-0.006,0.703,0.247,0.05
294,3,1176.8501715270052,0,1,1896,11.623,2.945,0.507,-0.101,0.704,0.246,0.05
294,4,1265.681271093993,0,1,1864,11.575,2.966,0.516,-0.126,0.706,0.243,0.051
295,1,802.699344811959,0,0,187,11.337,3.021,0.551,0.033,0.561,0.39,0.048
295,2,1042.4937969599125,0,0,188,11.263,3.096,0.569,0.028,0.58,0.362,0.059
295,3,1181.2986677342126,0,1,185,11.51,3.065,0.562,-0.038,0.6,0.341,0.059
295,4,1284.9836801064823,0,1,188,11.557,3.005,0.532,-0.164,0.622,0.324,0.053
